NO2,PM2.5,PM10,O3,tavg,prcp,wdir,wspd,pres,year,month,day,day_of_week,week_of_year,is_spring,is_summer,is_autumn,is_winter
0.7850015619544644,0.6737973710659597,0.9100389668170906,0.13323796137147315,0.3651685393258427,0.0,0.2841225626740947,0.2560975609756098,0.7873462214411262,2021,3,2,1,9,1,0,0,0
0.4137955143467924,0.40939647942682844,0.5621121449024524,0.04096126482821037,0.3089887640449438,0.0,0.9303621169916435,0.15040650406504064,0.7363796133567639,2021,3,3,2,9,1,0,0,0
0.44778215591718223,0.6166006477083866,0.8696225059036927,0.44855630612670383,0.3033707865168539,0.0,0.002785515320334262,0.32113821138211385,0.6449912126537747,2021,3,4,3,9,1,0,0,0
0.46993828311015307,0.26893364602014075,0.3588002913955205,0.4369983004063076,0.24719101123595505,0.0,0.04178272980501393,0.35365853658536595,0.7715289982425304,2021,3,5,4,9,1,0,0,0
0.6191692502356057,0.34655026309047554,0.43676570528961095,0.3783685629930527,0.20505617977528087,0.0,0.06963788300835655,0.1869918699186992,0.8471001757469239,2021,3,6,5,9,1,0,0,0
0.5090580233269367,0.6037745764604642,0.49934729359076524,0.4208142101020621,0.2191011235955056,0.0,0.8969359331476323,0.10975609756097562,0.7188049209138825,2021,3,7,6,9,1,0,0,0
0.3074897685419745,0.6659933389827168,0.7913955205272497,0.4364554680511934,0.3342696629213483,0.16470588235294117,0.7632311977715878,0.24796747967479676,0.6537785588752172,2021,3,8,0,10,1,0,0,0
0.3759742526901056,0.2734925671192743,0.32464198931223814,0.46439740324373563,0.3342696629213483,0.09999999999999999,0.7632311977715878,0.35365853658536595,0.5676625659050956,2021,3,9,1,10,1,0,0,0
0.45744002226113245,0.6437078349066209,0.8031295683337162,0.4421153360228355,0.33707865168539325,0.21176470588235294,0.4958217270194986,0.5487804878048782,0.4903339191564129,2021,3,10,2,10,1,0,0,0
0.07424665229843566,0.30084937823936303,0.38722357761339243,0.6785077778749218,0.4466292134831461,0.09411764705882353,0.6211699164345403,0.3909214092140922,0.18629173989454983,2021,3,11,3,10,1,0,0,0
0.17202237663841147,0.2171465358111792,0.4654505629898354,0.6461338326750491,0.3848314606741573,0.15294117647058825,0.6350974930362117,0.9065040650406504,0.29701230228470976,2021,3,12,4,10,1,0,0,0
0.07328585341779262,0.17527540744536194,0.33507062430023515,0.7227154684162842,0.3792134831460674,0.45294117647058824,0.6573816155988857,0.4036585365853659,0.1405975395430552,2021,3,13,5,10,1,0,0,0
0.11140279261707436,0.18861058011285628,0.2959571316120137,0.628612357170239,0.3735955056179775,0.13529411764705881,0.7437325905292479,0.5040650406504066,0.38840070298769547,2021,3,14,6,10,1,0,0,0
0.24504571670083714,0.1503031616840418,0.4080832921826796,0.6578513254236734,0.37078651685393255,0.1764705882352941,0.8523676880222841,0.5121951219512195,0.5026362038664303,2021,3,15,0,11,1,0,0,0
0.3076000241512286,0.18650191487824266,0.259452019967438,0.6253054032475787,0.3455056179775281,0.3058823529411765,0.8635097493036211,0.24390243902439024,0.6660808435852346,2021,3,16,1,11,1,0,0,0
0.3431495827350216,0.13265212278869337,0.2672747185050823,0.600958651546784,0.33146067415730335,0.023529411764705882,0.9693593314763231,0.4552845528455286,0.7223198594024609,2021,3,17,2,11,1,0,0,0
0.5649182402154709,0.23742519493657582,0.3233365764937687,0.474045407686314,0.29213483146067415,0.0,0.8857938718662952,0.22357723577235772,0.6836555360281196,2021,3,18,3,11,1,0,0,0
0.31962051069348146,0.19315636311083959,0.2516293214297937,0.5931630024682059,0.30617977528089885,0.0,0.052924791086350974,0.47967479674796754,0.7065026362038651,2021,3,19,4,11,1,0,0,0
0.36520070458584575,0.2572046062182633,0.25293228965497006,0.46119517273117694,0.297752808988764,0.011764705882352941,0.8328690807799443,0.23983739837398377,0.7627416520210879,2021,3,20,5,11,1,0,0,0
0.1904219377160813,0.2567480572032924,0.5071699921284095,0.64246755255626,0.3595505617977528,0.0058823529411764705,0.9108635097493036,0.47967479674796754,0.6854130052724052,2021,3,21,6,11,1,0,0,0
0.5720927302176497,0.19707480177889888,0.430248419570436,0.5207462840002804,0.3455056179775281,0.0,0.8635097493036211,0.1869918699186992,0.701230228471001,2021,3,22,0,12,1,0,0,0
0.6805763743230435,0.8951710909222289,0.8591914263224025,0.3317176464710613,0.37078651685393255,0.0,0.6183844011142061,0.2804878048780488,0.6906854130052729,2021,3,23,1,12,1,0,0,0
0.6942611955383229,0.35255919261989066,0.5061277805211547,0.3716470494419395,0.3651685393258427,0.0,0.5654596100278552,0.29674796747967486,0.6362038664323357,2021,3,24,2,12,1,0,0,0
0.5006444702874259,0.6966675206432413,0.6531953278932983,0.4015268481039778,0.4101123595505618,0.0058823529411764705,0.5766016713091922,0.3333333333333334,0.5992970123022836,2021,3,25,3,12,1,0,0,0
0.36341561376935044,0.31173757956762504,0.3820068155261009,0.5505098300694536,0.4634831460674157,0.09999999999999999,0.520891364902507,0.6260162601626017,0.5096660808435836,2021,3,26,4,12,1,0,0,0
0.1306213953634891,0.16152966911692254,0.33246468784988237,0.6725558372732713,0.3792134831460674,0.08235294117647059,0.6796657381615598,0.6341463414634146,0.5834797891036878,2021,3,27,5,12,1,0,0,0
0.21027319764893035,0.20417266092531647,0.40026059364503525,0.5928440284117493,0.4550561797752809,0.0,0.6044568245125348,0.7073170731707318,0.6889279437609837,2021,3,28,6,12,1,0,0,0
0.4867443881207455,0.31719317607026254,0.45110813413972317,0.49354509880029246,0.5280898876404494,0.0,0.6072423398328691,0.6016260162601627,0.7311072056238999,2021,3,29,0,13,1,0,0,0
