,NO2,PM2.5,PM10,O3
2016-12-14,36.9904,27.6398,30.7767,3.4035
2016-12-15,37.4238,24.7472,16.27,3.8254
2016-12-16,29.9658,23.7284,18.67,3.9338
2016-12-17,25.2067,26.979,25.1767,10.9554
2016-12-18,20.3246,20.7195,13.3367,20.5148
2016-12-19,33.0925,26.9452,26.51,5.015
2016-12-20,36.1467,27.9583,25.6567,2.6192
2016-12-21,23.3654,24.9607,19.8433,19.0679
2016-12-22,28.3129,18.61,17.6033,13.2178
2016-12-23,27.5279,18.0208,17.23,30.2892
2016-12-24,8.7279,9.9122,18.35,57.1171
2016-12-25,5.2662,6.966,18.2967,65.5512
2016-12-26,3.5588,5.4019,11.4167,66.5913
2016-12-27,20.2438,10.4816,24.9633,39.7754
2016-12-28,37.6833,16.0198,17.0167,11.9375
2016-12-29,32.2512,26.9225,21.87,10.6962
2016-12-30,40.0896,39.0396,31.31,6.0161
2016-12-31,32.6617,37.7284,24.9633,7.9275
2017-01-01,18.7029,55.0982,25.6567,16.7558
2017-01-02,30.5342,8.9971,11.8433,28.3912
2017-01-03,11.8754,8.9592,11.15,48.6752
2017-01-04,15.3042,7.0996,21.07,59.7571
2017-01-05,33.1729,10.1745,11.8433,33.4608
2017-01-06,41.1612,23.6988,23.79,8.5479
2017-01-07,26.3308,26.4773,21.2833,16.3148
2017-01-08,43.8613,12.393,7.7367,11.1483
2017-01-09,33.335,25.3182,18.35,7.9604
2017-01-10,26.7867,8.4833,14.7767,30.9592
2017-01-11,17.5008,10.6399,18.0833,48.4465
2017-01-12,14.8167,7.8604,16.6433,53.0175
2017-01-13,12.3738,5.9937,9.3367,62.4262
2017-01-14,12.5617,6.1638,12.8033,63.1325
2017-01-15,16.2279,8.1977,7.0967,47.3865
2017-01-16,46.58,17.9096,13.23,14.7454
2017-01-17,36.6763,30.3315,39.4167,14.86
2017-01-18,38.6217,42.0433,47.63,8.0667
2017-01-19,49.7633,40.4625,41.6567,4.7252
2017-01-20,54.6579,26.6754,28.3233,5.4587
2017-01-21,37.2025,25.7755,26.03,11.6529
2017-01-22,46.6225,47.076,50.7233,5.1954
2017-01-23,42.5862,54.3305,48.75,3.7965
2017-01-24,45.0967,26.7237,15.0967,3.7046
2017-01-25,36.6546,49.0821,43.31,15.3138
2017-01-26,40.3383,32.6949,38.83,9.6392
2017-01-27,43.3821,30.5605,34.9367,11.8974
2017-01-28,26.0592,20.2165,18.0833,35.1596
2017-01-29,16.3317,15.0579,15.5767,41.2029
2017-01-30,17.6692,7.5566,6.99,42.3442
2017-01-31,16.1392,14.2568,11.95,46.8317
2017-02-01,32.6875,18.934,21.2833,11.3046
2017-02-02,17.4542,13.2289,11.8433,28.0379
2017-02-03,20.0054,7.5974,12.6433,44.7583
2017-02-04,27.8471,7.3853,11.0433,33.887
2017-02-05,26.485,18.0599,19.95,32.4467
2017-02-06,50.9283,20.2147,20.6433,11.1475
2017-02-07,34.7379,23.9524,28.75,1.8154
2017-02-08,27.3662,35.652,38.99,6.917
2017-02-09,23.5383,43.8598,48.8033,16.7517
2017-02-10,27.6783,58.8547,62.5633,11.3013
2017-02-11,28.4467,75.8016,86.19,7.8296
2017-02-12,20.9946,57.5377,58.83,22.3843
2017-02-13,27.4042,51.582,52.9633,25.6842
2017-02-14,37.9142,38.5215,42.9367,26.6392
2017-02-15,38.4827,31.4198,37.7633,15.3783
2017-02-16,18.37,16.2471,15.79,46.5222
2017-02-17,30.6675,9.565,15.5233,27.6142
2017-02-18,31.2579,23.2062,22.8833,21.615
2017-02-19,18.0433,25.5078,26.2967,33.1996
2017-02-20,18.7738,11.1459,9.3367,31.1787
2017-02-21,20.8758,4.4734,10.19,34.1929
2017-02-22,7.7954,4.1895,12.6433,64.4262
2017-02-23,6.7629,2.4659,9.9767,69.8025
2017-02-24,13.8555,4.3162,10.1367,66.4626
2017-02-25,18.9904,10.8899,11.79,54.0896
2017-02-26,11.0112,9.2436,12.3767,55.8958
2017-02-27,7.7862,1.9863,6.8833,70.8271
2017-02-28,9.4942,4.2664,4.1633,77.7165
2017-03-01,12.5595,7.507,9.6033,62.4346
2017-03-02,10.0029,6.5978,19.5767,71.4458
2017-03-03,28.0129,9.2258,18.35,37.285
2017-03-04,12.9542,6.9989,10.2178,56.9339
2017-03-05,10.4025,4.0769,11.47,65.2008
2017-03-06,21.5612,5.9469,10.7233,48.9208
2017-03-07,19.0188,10.6613,11.3633,51.4512
2017-03-08,28.3191,9.004,12.0567,35.2983
2017-03-09,21.6929,4.2546,10.0833,46.0417
2017-03-10,29.9146,8.581,15.8967,41.6129
2017-03-11,33.9313,17.5689,24.0033,29.7283
2017-03-12,31.9758,10.9195,19.2033,31.0935
2017-03-13,46.7712,17.5946,24.8567,19.7871
2017-03-14,26.9462,,23.95,31.2196
2017-03-15,32.8809,,23.95,30.4421
2017-03-16,30.7276,,36.814,27.8726
2017-03-17,13.5292,,16.0033,56.5388
2017-03-18,9.3033,,12.75,58.5921
2017-03-19,7.7438,,17.3367,61.6133
2017-03-20,7.9225,,10.8833,66.0922
2017-03-21,11.0825,,12.27,68.4767
2017-03-22,17.8041,13.2575,13.07,52.5904
2017-03-23,23.9191,12.9616,18.1367,36.1046
2017-03-24,13.3079,16.8935,21.39,48.7991
2017-03-25,14.9217,9.0598,9.8167,56.9279
2017-03-26,10.6435,10.2026,12.43,50.7304
2017-03-27,32.5587,14.9933,23.4167,38.6262
2017-03-28,40.6271,18.7543,37.0167,42.767
2017-03-29,16.2767,7.9121,15.0967,59.4758
2017-03-30,29.9571,10.1732,16.11,44.4829
2017-03-31,22.535,9.165,16.2167,51.2962
2017-04-01,26.8975,15.9373,22.1367,33.187
2017-04-02,26.1425,13.1974,14.6167,38.1579
2017-04-03,24.4938,11.8026,17.1233,45.2312
2017-04-04,31.3058,16.9955,27.0967,34.8646
2017-04-05,17.8295,14.1899,18.67,59.3783
2017-04-06,20.4929,8.0993,25.55,59.1025
2017-04-07,26.6621,11.3671,24.5367,47.3208
2017-04-08,24.2535,12.1175,17.39,52.4308
2017-04-09,24.0687,34.367,42.6167,65.8752
2017-04-10,15.6771,8.9142,17.39,65.045
2017-04-11,13.4158,7.949,12.5367,53.0612
2017-04-12,15.1938,13.2082,17.6567,53.3196
2017-04-13,15.1412,6.0196,13.23,57.1026
2017-04-14,16.8104,10.1256,14.7233,50.415
2017-04-15,9.4517,6.6502,10.7233,65.9175
2017-04-16,9.8788,3.81,17.71,66.8575
2017-04-17,7.7895,2.7099,7.63,75.9165
2017-04-18,17.6538,5.1031,7.0967,64.9658
2017-04-19,27.8162,9.363,8.8567,52.8142
2017-04-20,29.2586,16.9822,19.63,48.5333
2017-04-21,19.8958,18.0787,26.51,43.3152
2017-04-22,13.7642,5.5881,11.79,66.5788
2017-04-23,16.9743,5.1486,10.5633,62.1962
2017-04-24,20.7512,7.15,13.55,51.2271
2017-04-25,9.8608,2.5846,7.5767,68.6924
2017-04-26,20.6438,4.5618,10.51,56.7312
2017-04-27,16.2512,5.3723,9.0167,57.3021
2017-04-28,18.2918,5.2441,9.55,55.9957
2017-04-29,23.2341,6.8355,12.8567,49.7396
2017-04-30,13.8108,8.7244,13.1233,75.9783
2017-05-01,16.9246,6.8858,8.91,58.9138
2017-05-02,38.1909,14.7446,20.8567,25.0462
2017-05-03,21.2318,11.0984,14.51,38.983
2017-05-04,18.1125,7.0508,10.6167,51.3979
2017-05-05,14.9712,8.1986,7.4167,57.0825
2017-05-06,17.5375,13.6544,15.7367,49.6308
2017-05-07,13.6096,14.9368,16.5367,60.1839
2017-05-08,15.5105,5.1952,13.4967,66.3638
2017-05-09,25.4058,6.724,15.2567,51.7675
2017-05-10,29.935,6.2888,15.0433,49.9796
2017-05-11,22.9123,10.0077,14.67,61.5787
2017-05-12,14.5235,6.9134,11.95,53.6433
2017-05-13,13.3729,13.3044,18.2433,49.5721
2017-05-14,11.7404,8.971,11.15,57.8196
2017-05-15,24.655,7.4366,11.8433,52.9191
2017-05-16,31.0208,10.0456,12.8567,54.0658
2017-05-17,37.0712,13.533,16.59,60.3767
2017-05-18,18.8357,10.546,21.6033,47.6942
2017-05-19,9.3483,6.9777,12.1633,66.6526
2017-05-20,13.0771,8.745,10.0833,57.1129
2017-05-21,13.7325,10.1269,11.7367,60.69
2017-05-22,21.6067,7.86,17.4526,65.4275
2017-05-23,24.2517,10.5141,19.63,48.5896
2017-05-24,21.6061,7.7063,11.6833,41.2475
2017-05-25,13.5558,5.8148,11.2955,52.7625
2017-05-26,9.5233,2.9543,11.4167,65.8396
2017-05-27,10.5827,7.1406,13.1233,84.3765
2017-05-28,,3.2204,8.8567,61.8767
2017-05-29,15.1022,14.0007,21.55,81.7088
2017-05-30,7.0967,15.0728,10.1367,64.5429
2017-05-31,8.2479,3.7975,10.1367,48.3148
2017-06-01,19.7144,4.392,15.3633,52.0212
2017-06-02,24.9196,9.1285,16.75,77.0571
2017-06-03,13.2904,11.4022,18.702,62.6912
2017-06-04,6.5005,5.6538,11.7761,56.1535
2017-06-05,3.0721,4.6615,11.8433,62.8042
2017-06-06,4.7491,2.3613,11.3633,61.1242
2017-06-07,5.1591,4.4551,15.63,59.2504
2017-06-08,12.4908,4.4428,14.6167,52.3322
2017-06-09,8.2633,4.3066,14.0833,59.3317
2017-06-10,,6.7012,15.4167,61.5421
2017-06-11,10.5583,5.377,15.15,59.0938
2017-06-12,5.8871,5.0243,21.646,59.5889
2017-06-13,12.1329,4.8718,13.6567,48.8254
2017-06-14,15.9146,3.0705,12.27,59.7538
2017-06-15,14.4283,8.6654,20.75,70.1592
2017-06-16,10.5792,4.419,15.0596,52.4278
2017-06-17,14.2433,8.7862,17.4967,49.6113
2017-06-18,11.4217,8.1015,17.6955,60.9604
2017-06-19,20.8396,6.5836,18.9367,70.3129
2017-06-20,14.9295,7.2419,16.142,46.1378
2017-06-21,13.4729,5.3678,18.4033,78.9058
2017-06-22,12.7917,13.8592,27.8967,84.1738
2017-06-23,8.2446,6.9681,19.2033,55.4175
2017-06-24,5.5017,4.46,14.5633,44.2487
2017-06-25,4.3662,3.6591,11.8433,47.3146
2017-06-26,11.6925,2.9673,14.8833,50.2862
2017-06-27,17.0304,5.812,22.0833,46.7017
2017-06-28,13.5496,16.0514,28.8567,37.3517
2017-06-29,9.0446,6.5089,11.5767,45.8221
2017-06-30,11.4192,7.6321,14.99,40.6842
2017-07-01,10.0079,6.3545,10.446,50.2346
2017-07-02,9.8659,3.3452,12.27,38.7343
2017-07-03,9.5371,5.1699,12.1633,45.2792
2017-07-04,14.4467,3.807,13.8167,40.9563
2017-07-05,16.3313,4.8995,12.3233,41.3292
2017-07-06,18.6712,9.3415,21.1813,57.5935
2017-07-07,13.0633,15.8719,30.9204,62.0163
2017-07-08,12.8738,9.8209,16.2283,39.5271
2017-07-09,9.5725,2.128,11.2567,58.0258
2017-07-10,12.8917,5.0567,13.55,42.0448
2017-07-11,6.5633,6.528,15.6833,38.7629
2017-07-12,9.8008,3.8637,12.6967,40.6475
2017-07-13,12.9788,4.224,13.0167,40.9062
2017-07-14,16.2158,4.9516,11.4167,32.0161
2017-07-15,6.3508,3.3143,12.8033,42.2183
2017-07-16,6.29,4.8967,18.2317,30.5983
2017-07-17,14.0946,1.6721,11.2033,42.3092
2017-07-18,12.395,3.9453,14.4033,64.0639
2017-07-19,12.6033,9.3056,24.8033,74.2971
2017-07-20,8.0871,4.3595,25.8243,41.6686
2017-07-21,7.9173,5.214,19.0023,79.4909
2017-07-22,11.4183,4.808,16.0057,42.4396
2017-07-23,5.0529,3.883,12.2167,42.7171
2017-07-24,9.6742,2.9705,8.0567,47.6821
2017-07-25,9.807,3.1327,17.4967,52.3304
2017-07-26,9.0058,4.9037,17.7633,61.2804
2017-07-27,4.8079,4.3155,19.7367,48.8625
2017-07-28,7.7442,5.8103,18.4567,42.9737
2017-07-29,7.5221,2.4015,9.3367,33.7454
2017-07-30,6.9546,2.482,11.3633,47.3709
2017-07-31,9.2383,3.4169,10.2433,49.9542
2017-08-01,18.4417,5.3521,17.55,29.6296
2017-08-02,15.4217,3.81,12.4833,39.0196
2017-08-03,7.0877,4.1137,14.7257,53.8252
2017-08-04,4.7396,2.7303,11.3633,57.9525
2017-08-05,9.71,3.2598,13.6033,47.2429
2017-08-06,3.49,3.8435,8.43,55.7233
2017-08-07,13.6221,5.1465,13.4967,54.1974
2017-08-08,21.9173,8.4256,19.47,47.515
2017-08-09,12.4292,10.1413,13.1233,51.9967
2017-08-10,18.5388,7.1218,16.1633,42.0104
2017-08-11,12.7167,4.1176,9.4433,53.8078
2017-08-12,8.685,3.1244,25.3671,38.4183
2017-08-13,17.005,3.8461,10.5557,40.4675
2017-08-14,18.5117,9.5027,12.238,45.6133
2017-08-15,22.3164,11.7041,16.4986,35.4961
2017-08-16,17.6854,11.5162,14.2248,38.9892
2017-08-17,15.6975,7.1607,11.8967,30.8654
2017-08-18,7.6496,3.7458,13.0167,49.8204
2017-08-19,4.8446,3.3721,11.5767,57.4
2017-08-20,4.025,2.9425,10.03,54.6492
2017-08-21,19.1983,9.6455,17.8167,44.4254
2017-08-22,19.9275,10.9654,19.0433,56.7483
2017-08-23,15.5845,9.2814,19.8433,64.5322
2017-08-24,8.9354,3.2298,11.31,40.3492
2017-08-25,20.4679,6.9424,19.3633,39.4592
2017-08-26,23.1057,15.9902,25.4967,48.3517
2017-08-27,15.3762,11.5832,17.4967,54.6204
2017-08-28,21.4112,13.0132,23.0967,63.6979
2017-08-29,33.4233,30.7475,58.4033,60.3587
2017-08-30,16.7317,7.4702,18.5633,42.8342
2017-08-31,12.465,2.3337,7.7367,53.5843
2017-09-01,18.7383,7.7265,12.43,39.0942
2017-09-02,22.9958,3.3661,7.4167,37.1987
2017-09-03,20.2688,9.475,12.91,43.1854
2017-09-04,19.9423,13.128,16.0033,38.3778
2017-09-05,11.5683,7.7872,8.6433,30.1962
2017-09-06,6.6646,4.4267,14.03,49.6504
2017-09-07,8.9512,6.9266,19.0433,47.2467
2017-09-08,7.3608,3.3095,7.95,48.4157
2017-09-09,7.9573,2.8208,9.87,52.1717
2017-09-10,12.5325,4.635,8.6967,37.4183
2017-09-11,7.0,1.512,9.39,54.8779
2017-09-12,7.3142,1.9841,10.7233,50.8291
2017-09-13,5.7942,1.129,10.7233,62.4604
2017-09-14,9.3033,1.7032,10.0833,52.7275
2017-09-15,12.9674,3.1095,7.054,42.298
2017-09-16,7.7282,2.6523,4.11,47.3491
2017-09-17,14.9067,10.9628,9.4967,37.9408
2017-09-18,10.6854,3.9345,6.7233,57.9288
2017-09-19,20.4108,6.5395,8.11,42.8688
2017-09-20,16.6912,8.6623,10.2967,43.3761
2017-09-21,24.6859,10.8641,16.91,34.3717
2017-09-22,30.3133,12.2403,18.1367,29.1108
2017-09-23,22.2254,9.2959,10.7767,33.1396
2017-09-24,19.2625,18.9124,22.19,44.9765
2017-09-25,23.5642,16.6719,27.8967,17.6358
2017-09-26,23.4087,22.4608,27.47,14.2979
2017-09-27,29.8883,19.8047,23.63,21.2942
2017-09-28,25.8473,17.385,22.7233,19.6991
2017-09-29,17.1217,9.5353,18.4543,25.7804
2017-09-30,13.6129,3.4078,13.6643,37.9512
2017-10-01,12.8148,4.9895,12.3944,38.3825
2017-10-02,7.91,7.2592,22.19,49.7278
2017-10-03,6.3304,4.3408,12.8033,54.3883
2017-10-04,9.1429,6.4998,15.0433,53.3317
2017-10-05,8.3271,1.1849,10.99,58.2575
2017-10-06,11.9017,2.4587,12.2167,58.0891
2017-10-07,10.2054,4.6358,10.2433,44.8825
2017-10-08,14.0862,2.2972,8.0567,42.6129
2017-10-09,22.6042,7.8117,10.6167,27.1946
2017-10-10,12.0579,6.5907,9.8167,46.3548
2017-10-11,12.0629,3.3768,6.4033,43.5217
2017-10-12,6.2921,3.7956,17.23,45.2425
2017-10-13,17.9562,8.8748,12.75,29.9396
2017-10-14,15.7267,13.4751,16.27,30.0839
2017-10-15,20.93,17.2284,18.4033,30.51
2017-10-16,20.885,14.7335,27.0433,33.2846
2017-10-17,24.8833,8.9506,32.4833,27.3408
2017-10-18,36.7209,20.5172,45.07,8.2974
2017-10-19,26.1396,18.8622,25.1233,22.0683
2017-10-20,9.7712,4.6198,13.9767,49.8429
2017-10-21,9.5375,4.9616,12.91,47.8738
2017-10-22,3.8355,2.7069,10.4567,59.6617
2017-10-23,9.6875,4.0865,13.23,51.6362
2017-10-24,13.5317,5.884,9.71,31.7067
2017-10-25,10.7346,4.7107,14.19,40.8821
2017-10-26,18.9575,10.4724,9.55,30.3252
2017-10-27,15.7577,4.2727,11.0967,50.0667
2017-10-28,6.5621,5.5099,12.9633,48.5992
2017-10-29,9.0683,5.487,21.07,55.4788
2017-10-30,28.5092,5.0477,11.4167,32.19
2017-10-31,19.9471,7.7862,12.2167,30.6717
2017-11-01,23.9083,15.3202,16.4833,24.6825
2017-11-02,26.7183,9.8008,15.3633,17.9246
2017-11-03,33.4264,21.6667,29.39,7.7117
2017-11-04,21.5246,17.4178,17.87,24.3217
2017-11-05,6.1571,3.3157,11.79,55.8033
2017-11-06,27.5278,7.2506,11.2033,30.3825
2017-11-07,38.1521,17.7849,18.5633,11.7043
2017-11-08,37.4529,27.5582,26.7767,1.0946
2017-11-09,25.8546,24.7572,20.8033,15.4033
2017-11-10,12.8027,10.2751,17.71,42.6008
2017-11-11,12.6688,5.1726,10.5633,54.637
2017-11-12,11.7379,3.8079,7.8967,55.5112
2017-11-13,19.9671,1.0445,15.47,39.8538
2017-11-14,24.1004,,13.1767,25.6688
2017-11-15,33.6008,20.699,25.8167,3.7161
2017-11-16,33.1979,24.6527,23.0967,9.0858
2017-11-17,35.7625,7.9929,12.43,28.9179
2017-11-18,8.7417,6.2997,10.83,58.9729
2017-11-19,10.4492,4.2825,15.6833,54.5917
2017-11-20,15.5971,9.282,12.6433,35.1283
2017-11-21,15.4608,8.1817,13.9233,39.1054
2017-11-22,16.23,11.069,15.8967,41.535
2017-11-23,14.3379,5.8808,11.5233,52.4162
2017-11-24,25.4742,7.7678,11.8433,33.8067
2017-11-25,12.8808,8.7921,6.4033,43.7554
2017-11-26,4.4732,7.0276,10.35,58.9546
2017-11-27,10.7368,5.7442,8.8033,55.0204
2017-11-28,11.2771,5.7404,10.19,50.8308
2017-11-29,30.7471,13.5388,11.2567,22.2983
2017-11-30,32.0645,5.995,5.8167,35.7992
2017-12-01,47.0642,25.4987,16.9633,7.9581
2017-12-02,43.9263,24.4778,24.3767,1.7704
2017-12-03,33.1904,25.7807,23.7367,7.5575
2017-12-04,23.2936,8.5825,14.4567,33.7696
2017-12-05,22.2195,10.9489,10.8833,36.1583
2017-12-06,25.5296,10.6019,10.67,35.1396
2017-12-07,15.2271,10.4088,9.7633,43.6254
2017-12-08,3.1975,3.7585,10.4033,62.0196
2017-12-09,8.2508,3.5474,10.702,53.65
2017-12-10,12.1745,9.6314,10.2967,45.8325
2017-12-11,19.9462,7.146,6.4567,38.0733
2017-12-12,31.4821,6.8625,10.9367,34.8879
2017-12-13,20.0771,8.2942,8.5367,40.1735
2017-12-14,14.1312,5.232,10.51,58.5129
2017-12-15,37.9146,16.2721,14.19,24.2133
2017-12-16,23.7675,6.5114,7.8967,41.155
2017-12-17,15.4882,8.8563,9.6033,43.4752
2017-12-18,27.5529,7.3203,31.63,41.9312
2017-12-19,50.4275,12.0044,15.2567,5.6429
2017-12-20,38.0015,16.4098,16.6814,8.929
2017-12-21,35.8892,11.8792,6.8833,1.8617
2017-12-22,32.7617,8.3591,8.8033,7.2671
2017-12-23,9.8196,11.5195,4.4833,46.735
2017-12-24,6.9642,9.6618,4.75,55.1967
2017-12-25,8.327,5.1151,5.71,49.03
2017-12-26,8.225,4.4887,7.0433,55.3958
2017-12-27,12.0905,3.1798,6.7767,51.7646
2017-12-28,8.3358,5.8127,10.67,53.8017
2017-12-29,18.605,8.356,10.0833,40.0109
2017-12-30,3.7942,11.0495,30.9367,63.5442
2017-12-31,4.6621,4.8727,9.71,68.695
2018-01-01,5.5746,14.1343,11.15,69.3329
2018-01-02,11.3329,4.6025,12.5367,53.0971
2018-01-03,4.1258,6.3562,19.2033,70.9292
2018-01-04,12.1729,9.2359,26.2433,58.8183
2018-01-05,15.6677,5.2738,12.75,60.8221
2018-01-06,26.9568,10.2579,9.9767,28.6904
2018-01-07,9.5321,6.9455,5.1233,35.3979
2018-01-08,22.1813,9.9585,11.6833,24.3308
2018-01-09,28.7574,17.6673,24.2167,5.8204
2018-01-10,27.7162,11.2439,12.3233,15.2565
2018-01-11,47.7712,19.3185,22.4567,1.7642
2018-01-12,34.9908,20.5883,27.47,1.2312
2018-01-13,31.7817,28.8942,35.3633,10.1683
2018-01-14,21.0279,21.3293,22.35,17.1204
2018-01-15,18.2796,13.8482,15.79,35.5771
2018-01-16,7.3704,3.3948,12.0033,66.3271
2018-01-17,5.6688,4.2788,12.75,69.43
2018-01-18,10.0786,4.4805,10.67,61.513
2018-01-19,10.2962,3.4734,9.0167,63.4583
2018-01-20,23.0567,10.1911,10.1367,39.1975
2018-01-21,16.0822,8.0929,9.55,50.7312
2018-01-22,17.1496,5.9024,12.1633,44.9974
2018-01-23,22.1533,8.2782,10.03,41.4942
2018-01-24,8.7404,3.7759,4.3233,53.3842
2018-01-25,22.5563,5.3897,10.6167,48.6808
2018-01-26,35.6158,20.6041,19.6833,14.9683
2018-01-27,12.2104,15.4808,8.4833,48.1896
2018-01-28,8.3504,7.6368,8.11,52.645
2018-01-29,10.5225,4.9672,12.0033,62.0875
2018-01-30,30.6591,8.6707,15.2567,30.68
2018-01-31,9.6442,4.2263,4.8567,62.2888
2018-02-01,11.0108,4.5351,9.7633,54.5183
2018-02-02,20.4383,2.9629,9.7633,44.2542
2018-02-03,20.6538,6.119,7.15,34.3213
2018-02-04,8.4205,3.7192,6.99,45.3658
2018-02-05,16.8768,14.7866,13.6033,34.4767
2018-02-06,27.0462,16.5556,19.8967,27.7271
2018-02-07,38.7867,18.2469,18.6167,25.9304
2018-02-08,47.4287,30.5022,32.5367,14.8783
2018-02-09,29.5696,22.4985,24.59,30.5233
2018-02-10,16.8088,15.7738,12.6967,37.4071
2018-02-11,,3.3952,5.4967,68.0148
2018-02-12,28.795,5.0957,10.6167,60.3617
2018-02-13,20.1838,7.129,12.6433,47.0025
2018-02-14,19.3959,12.5983,13.9233,43.8846
2018-02-15,16.1633,9.5157,11.31,47.7052
2018-02-16,20.7238,10.4492,15.47,45.41
2018-02-17,46.7891,22.4718,29.9233,15.5804
2018-02-18,38.8121,36.7501,42.67,20.4417
2018-02-19,44.4195,35.2554,37.8167,11.0226
2018-02-20,46.4738,39.8885,46.9367,12.1954
2018-02-21,32.8958,45.4774,53.6033,31.7854
2018-02-22,21.9774,23.8276,25.4433,39.3854
2018-02-23,21.7038,23.5266,27.0433,37.3904
2018-02-24,13.6088,15.0695,16.9633,49.475
2018-02-25,9.115,8.9023,7.3633,57.29
2018-02-26,13.5538,9.8027,12.43,50.8471
2018-02-27,15.2254,8.5952,9.23,51.067
2018-02-28,17.8378,24.3015,29.2986,43.0971
2018-03-01,14.725,19.6633,29.71,52.145
2018-03-02,20.9488,37.4454,47.2567,49.775
2018-03-03,28.3755,60.9529,77.4967,36.4781
2018-03-04,23.0371,41.7958,42.8833,31.75
2018-03-05,26.8096,10.8278,15.0433,42.5479
2018-03-06,38.8664,17.1332,17.6567,27.0267
2018-03-07,37.3583,21.3751,24.6433,28.1096
2018-03-08,16.0354,7.4311,12.0567,54.0608
2018-03-09,25.0078,10.2566,16.27,44.9225
2018-03-10,18.1588,10.3318,8.9405,36.7429
2018-03-11,23.7517,10.2341,10.6167,32.5614
2018-03-12,17.6113,5.6703,6.7233,47.6558
2018-03-13,19.5539,2.8391,6.67,40.3529
2018-03-14,26.4171,10.488,12.8033,39.3625
2018-03-15,24.9471,15.5229,16.43,38.7062
2018-03-16,24.51,20.0725,19.4167,21.8221
2018-03-17,,8.7467,13.87,60.4617
2018-03-18,7.1027,6.3642,17.39,65.3379
2018-03-19,13.2836,8.9522,13.9233,62.7526
2018-03-20,19.6691,7.8002,13.71,59.7421
2018-03-21,28.9517,10.9764,16.4833,46.7329
2018-03-22,23.1721,14.5284,17.3367,46.8925
2018-03-23,17.4779,16.6952,16.3767,58.7248
2018-03-24,19.2292,16.0218,18.51,46.7783
2018-03-25,37.6232,27.7373,34.9367,27.4725
2018-03-26,24.5175,12.0169,9.3367,33.0633
2018-03-27,27.8905,17.6123,17.7633,34.57
2018-03-28,24.4825,12.4926,11.4167,45.2896
2018-03-29,21.1904,13.1925,11.6833,53.5979
2018-03-30,14.08,9.0131,8.8567,64.6175
2018-03-31,15.3521,8.4925,9.87,58.7026
2018-04-01,18.4833,28.148,23.5233,54.56
2018-04-02,14.5658,21.4029,9.3367,56.3154
2018-04-03,12.7746,7.2697,9.23,60.5775
2018-04-04,12.92,5.1516,6.5633,64.9652
2018-04-05,10.8487,5.3773,13.07,71.5621
2018-04-06,18.8562,10.2127,12.8033,55.9188
2018-04-07,19.4642,11.6695,16.0567,54.7283
2018-04-08,40.2714,20.1017,28.0567,39.1691
2018-04-09,33.5454,26.062,28.75,36.7304
2018-04-10,20.4292,26.2469,24.27,42.8179
2018-04-11,27.0622,28.7215,36.59,38.4946
2018-04-12,23.7858,29.4471,38.5633,25.4265
2018-04-13,23.0392,23.4673,31.6833,34.1517
2018-04-14,17.9221,31.2371,22.83,52.7183
2018-04-15,12.5067,20.1576,19.3633,57.3429
2018-04-16,11.6183,8.8338,14.2433,66.1326
2018-04-17,20.2004,13.8871,17.71,61.53
2018-04-18,29.65,18.126,24.27,63.0867
2018-04-19,38.5921,22.8678,36.91,63.7204
2018-04-20,43.3591,37.0028,56.0567,48.7848
2018-04-21,16.5667,22.8502,25.1767,56.97
2018-04-22,17.0396,19.0999,38.7233,72.7067
2018-04-23,11.8358,5.785,13.0167,58.6867
2018-04-24,10.2129,8.6254,12.91,60.4443
2018-04-25,7.2664,3.9442,10.4567,66.9667
2018-04-26,7.4159,3.7784,12.6967,72.6662
2018-04-27,16.8017,6.694,15.0967,58.4988
2018-04-28,17.3175,9.0911,12.1633,48.213
2018-04-29,18.275,18.968,17.55,39.2454
2018-04-30,12.5592,4.2118,3.31,59.6742
2018-05-01,7.0191,4.1387,9.39,75.9508
2018-05-02,12.5259,7.4331,12.6967,66.7013
2018-05-03,27.3439,3.3553,11.5233,52.4688
2018-05-04,24.5868,6.0764,11.3633,58.0721
2018-05-05,14.9248,9.9866,14.2433,69.7071
2018-05-06,15.1642,10.2482,15.4491,81.7791
2018-05-07,20.0652,11.0558,19.47,76.1138
2018-05-08,33.2033,11.4969,29.1233,82.0058
2018-05-09,34.1282,23.8251,46.5633,47.8971
2018-05-10,15.2696,9.5535,12.2167,52.66
2018-05-11,19.1888,13.3345,17.9233,60.4196
2018-05-12,18.3533,14.5086,22.7233,72.0588
2018-05-13,14.2214,20.852,22.8833,69.12
2018-05-14,28.2491,16.3949,31.0433,69.2022
2018-05-15,23.8812,12.1249,21.55,75.6625
2018-05-16,23.2871,13.7763,30.51,63.2458
2018-05-17,9.813,9.341,25.39,67.965
2018-05-18,12.6163,10.834,21.1767,65.7717
2018-05-19,19.2721,12.9249,21.6033,59.8567
2018-05-20,18.4462,18.635,21.9604,60.6371
2018-05-21,13.0721,10.4216,15.2265,79.1958
2018-05-22,19.6692,10.0554,15.7367,77.1526
2018-05-23,21.43,13.4217,20.5367,77.1992
2018-05-24,20.4675,12.7471,20.4833,62.2033
2018-05-25,34.0396,17.6924,36.1633,54.8929
2018-05-26,16.3491,16.0925,22.51,79.9722
2018-05-27,14.6333,11.0959,22.4033,69.0004
2018-05-28,18.2254,14.2239,23.31,74.1871
